grid_id,poi_density,cluster
642,314.8817372092187,2
643,271.98367998211467,2
644,121.0441979354086,3
645,36.44882606970015,0
646,28.642617053973275,0
647,45.574569855127784,3
648,7.81394444184189,0
649,5.210070631573637,0
650,0.0,1
651,0.0,1
652,0.0,1
653,0.0,1
654,0.0,1
655,0.0,1
656,0.0,1
657,0.0,1
658,0.0,1
659,0.0,1
660,0.0,1
661,0.0,1
662,0.0,1
663,0.0,1
664,3.898866194550396,0
665,9.098701921726997,0
666,9.100049933075178,0
667,27.30419546434515,0
668,19.50588768642872,0
669,118.353263987608,3
670,411.0459119564082,2
671,19.514567459736973,0
672,244.6188702292563,2
673,3.9040719614730284,0
674,6.507752577180584,0
675,109.34647820937192,3
676,14.321308527013311,0
677,2.6042611345803475,1
678,2.604648147283865,1
679,0.0,1
680,0.0,1
681,0.0,1
682,0.0,1
683,0.0,1
684,0.0,1
685,0.0,1
686,0.0,1
687,0.0,1
688,0.0,1
689,0.0,1
690,0.0,1
691,0.0,1
692,0.0,1
693,0.0,1
694,0.0,1
695,9.098701921715719,0
696,0.0,1
697,31.20479481635576,0
698,26.007850248490996,0
699,59.82692465303947,3
700,59.83579731003583,3
701,10.407769311853261,0
702,7.8069852200632734,0
703,24.72578908928315,0
704,29.935661854993526,0
705,41.65580122251445,3
706,10.415497110535737,0
707,0.0,1
708,0.0,1
709,0.0,1
710,2.605422640121843,1
711,0.0,1
712,0.0,1
713,0.0,1
714,0.0,1
715,0.0,1
716,0.0,1
717,0.0,1
718,0.0,1
719,0.0,1
720,0.0,1
721,0.0,1
722,0.0,1
723,7.796577882489454,0
724,1.299622064847716,1
725,10.39851648196082,0
726,0.0,1
727,9.101398488103763,0
728,29.909027785764646,0
729,22.109950415253717,0
730,10.406225619136665,0
731,31.223307935559788,0
732,33.830269286940855,0
733,9.109501243420109,0
734,6.507752577172506,0
735,0.0,1
736,0.0,1
737,5.208522269157461,0
738,0.0,1
739,0.0,1
740,74.25454524347252,3
741,13.029050601656438,0
742,0.0,1
743,3.909878322794911,0
744,0.0,1
745,0.0,1
746,0.0,1
747,0.0,1
748,0.0,1
1,0.0,1
2,0.0,1
3,0.0,1
4,0.0,1
5,0.0,1
6,0.0,1
7,0.0,1
8,0.0,1
749,0.0,1
750,0.0,1
751,0.0,1
752,0.0,1
753,0.0,1
754,5.198488259390864,0
755,1.2998145602451026,1
756,7.800042799764219,0
757,3.90059935204447,0
758,24.70745773606645,0
759,74.13336315702718,3
760,3.9023346071762495,0
761,10.407769311853261,0
762,10.409313626751032,0
763,1.3013573204885869,1
764,0.0,1
765,0.0,1
766,0.0,1
767,0.0,1
768,13.02324073640315,0
769,14.327694236827503,0
770,312.65071681462115,2
788,10.4031400993964,0
789,9.104097229810353,0
790,1.300778202392083,1
791,6.504855819908289,0
792,11.710477830094911,0
793,1.3013573204885869,1
771,32.57262650414109,0
772,1.3030988782279478,1
773,0.0,1
774,0.0,1
775,0.0,1
776,0.0,1
777,0.0,1
778,0.0,1
779,0.0,1
780,0.0,1
781,0.0,1
782,0.0,1
783,15.593155764978908,0
784,29.891307491497464,0
785,0.0,1
786,1.3000071332940364,1
787,1.3001997840148234,1
794,0.0,1
795,0.0,1
796,0.0,1
797,37.76178645139159,0
798,76.83712034477858,3
799,382.94019142066236,2
800,61.227432042863306,3
801,354.3901763650551,2
802,3.9092966346838436,0
803,1.3032927742649705,1
804,0.0,1
805,0.0,1
806,0.0,1
807,0.0,1
808,0.0,1
809,0.0,1
810,0.0,1
811,0.0,1
812,0.0,1
813,9.096007529571029,0
814,6.49811032423858,0
815,0.0,1
816,0.0,1
817,0.0,1
818,15.604710149094599,0
819,28.6128770079754,0
820,15.609338428704998,0
821,15.611653967779894,0
822,0.0,1
823,0.0,1
824,0.0,1
825,6.508718941017883,0
826,23.43486849870541,0
827,63.8043977971789,3
828,18.23253703096441,0
829,259.20101392078845,2
830,11.724401880548294,0
831,28.663911323644164,0
832,100.33861362355198,3
833,1.3032927742649705,1
834,0.0,1
835,0.0,1
836,0.0,1
837,0.0,1
838,0.0,1
839,0.0,1
840,0.0,1
841,0.0,1
842,1.2992373069344363,1
843,31.186311529996463,0
844,11.696598583651188,0
845,0.0,1
846,0.0,1
847,0.0,1
848,5.201570049714325,0
849,7.803511911270857,0
850,11.707003821543271,0
851,0.0,1
852,0.0,1
853,0.0,1
854,0.0,1
855,11.715694093861279,0
856,0.0,1
857,5.208522269160695,0
858,2.604648147283865,1
859,50.79818865796916,3
860,80.76810184392765,3
861,126.38179083622448,3
862,0.0,1
863,0.0,1
864,0.0,1
865,0.0,1
866,0.0,1
867,0.0,1
868,0.0,1
869,0.0,1
870,0.0,1
871,0.0,1
872,1.2992373069320216,1
873,2.598859294163151,1
874,19.494330972715737,0
875,0.0,1
876,0.0,1
877,0.0,1
878,1.30039251242455,1
879,0.0,1
880,0.0,1
881,0.0,1
882,0.0,1
883,0.0,1
884,0.0,1
885,1.3017437882035765,1
886,36.45423988687508,0
887,13.021305672893652,0
888,13.02324073640315,0
889,9.117623605253865,0
890,19.54066980091382,0
891,5.211620240662575,0
892,0.0,1
893,0.0,1
894,0.0,1
895,0.0,1
896,0.0,1
897,0.0,1
898,0.0,1
899,0.0,1
900,0.0,1
901,0.0,1
902,0.0,1
903,29.886881882802165,0
904,6.498110324234553,0
905,0.0,1
906,0.0,1
907,0.0,1
908,0.0,1
909,0.0,1
910,0.0,1
911,0.0,1
912,0.0,1
913,0.0,1
914,0.0,1
915,0.0,1
916,26.03874277630701,0
917,20.834089076591034,0
918,13.0232407363708,0
919,0.0,1
920,3.908133960177909,0
921,0.0,1
922,0.0,1
923,0.0,1
924,0.0,1
925,0.0,1
926,0.0,1
927,0.0,1
928,0.0,1
929,0.0,1
930,0.0,1
931,0.0,1
932,0.0,1
933,0.0,1
934,0.0,1
935,1.2998145602451026,1
936,0.0,1
937,0.0,1
938,0.0,1
939,0.0,1
940,0.0,1
941,0.0,1
942,0.0,1
943,0.0,1
944,0.0,1
945,0.0,1
946,0.0,1
947,16.92769737476175,0
948,9.116268515482204,0
949,0.0,1
950,2.605422640121843,1
951,0.0,1
952,0.0,1
953,0.0,1
954,0.0,1
955,0.0,1
956,0.0,1
957,0.0,1
958,0.0,1
959,0.0,1
960,0.0,1
961,0.0,1
962,0.0,1
963,0.0,1
964,0.0,1
965,0.0,1
966,0.0,1
967,0.0,1
968,0.0,1
969,0.0,1
970,0.0,1
971,0.0,1
972,0.0,1
973,0.0,1
974,0.0,1
975,0.0,1
976,0.0,1
977,1.3021305672893653,1
978,27.348805546446616,0
979,3.907552973680228,0
980,0.0,1
981,0.0,1
982,0.0,1
983,0.0,1
984,0.0,1
985,0.0,1
986,0.0,1
987,0.0,1
988,0.0,1
989,0.0,1
990,0.0,1
991,0.0,1
992,0.0,1
993,0.0,1
994,0.0,1
995,0.0,1
996,0.0,1
997,0.0,1
998,0.0,1
999,0.0,1
1000,0.0,1
1001,0.0,1
1002,0.0,1
1003,0.0,1
1004,0.0,1
1005,0.0,1
1006,0.0,1
1007,0.0,1
1008,0.0,1
1009,0.0,1
1010,0.0,1
1011,0.0,1
1012,0.0,1
1013,0.0,1
1014,0.0,1
1015,0.0,1
1016,0.0,1
1017,0.0,1
1018,0.0,1
1019,0.0,1
1020,0.0,1
